Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Order ID (Returns),Person,Postal Code,Product ID,Product Name,Quantity (bin),Region,Region (People),Returned,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,OrderUntilShip,Profit,Profit/1 client,Quantity,ROS,Sales,Sales/1 order
Office Supplies,Cleveland,United States,CA-12055,Cathy Armstrong,24/11/16,CA-2016-125661,,Chuck Magee,44105,OFF-EN-10001532,Brown Kraft Recycled Envelopes,2,East,East,,5701,Home Office,26/11/16,First Class,Ohio,Envelopes,0.2,1,2,15.282,15.282,3,0.375,40.752,40.752
Technology,New York City,United States,NC-18340,Nat Carroll,24/11/16,CA-2016-124485,,Chuck Magee,10035,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,4,East,East,,1399,Consumer,26/11/16,First Class,New York,Accessories,0,1,2,11.492,11.492,4,0.13,88.4,88.4
Technology,Dallas,United States,NS-18505,Neola Schneider,24/11/16,CA-2016-128531,,Kelly Williams,75217,TEC-AC-10003023,Logitech G105 Gaming Keyboard,2,Central,Central,,1667,Consumer,26/11/16,Second Class,Texas,Accessories,0.2,1,2,-2.3748,-2.3748,2,-0.025,94.992,94.992
Technology,Dallas,United States,NS-18505,Neola Schneider,24/11/16,CA-2016-128531,,Kelly Williams,75217,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,2,Central,Central,,1665,Consumer,26/11/16,Second Class,Texas,Accessories,0.2,1,2,-7.4394,-7.4394,3,-0.025,297.576,297.576
Technology,Cleveland,United States,CA-12055,Cathy Armstrong,24/11/16,CA-2016-125661,,Chuck Magee,44105,TEC-AC-10004855,V7 USB Numeric Keypad,4,East,East,,5702,Home Office,26/11/16,First Class,Ohio,Accessories,0.2,1,2,-22.7435,-22.7435,5,-0.1625,139.96,139.96
Furniture,Baltimore,United States,LA-16780,Laura Armstrong,24/11/16,CA-2016-123806,,Chuck Magee,21215,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",4,East,East,,4272,Corporate,27/11/16,Second Class,Maryland,Furnishings,0,1,3,85.1816,85.1816,4,0.41,207.76,207.76
Office Supplies,Seattle,United States,AC-10450,Amy Cox,24/11/16,CA-2016-163573,,Anna Andreadi,98105,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,4,West,West,,4116,Consumer,27/11/16,First Class,Washington,Binders,0.2,1,3,381.2375,381.2375,5,0.3125,"1,219.96","1,219.96"
Office Supplies,Bellevue,United States,CR-12580,Clay Rozendal,24/11/16,CA-2016-165561,,Anna Andreadi,98006,OFF-SU-10004782,"Elite 5"" Scissors",2,West,West,,6244,Home Office,28/11/16,Standard Class,Washington,Supplies,0,1,4,7.605,7.605,3,0.3,25.35,25.35
Technology,Dallas,United States,GA-14515,George Ashbrook,24/11/16,CA-2016-132731,,Kelly Williams,75081,TEC-PH-10004120,AT&T 1080 Phone,5,Central,Central,,3525,Consumer,28/11/16,Standard Class,Texas,Phones,0.2,1,4,49.3164,49.3164,6,0.075,657.552,657.552
Office Supplies,Medford,United States,CD-11980,Carol Darley,24/11/16,CA-2016-100083,,Anna Andreadi,97504,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0,West,West,,1894,Consumer,29/11/16,Standard Class,Oregon,Paper,0.2,1,5,7.745,7.745,1,0.3125,24.784,24.784
Furniture,Los Angeles,United States,SP-20860,Sung Pak,24/11/16,US-2016-163881,,Anna Andreadi,90036,FUR-CH-10001394,Global Leather Executive Chair,5,West,West,,3892,Corporate,30/11/16,Standard Class,California,Chairs,0.2,1,6,210.594,210.594,6,0.125,"1,684.75","1,684.75"
Furniture,Hialeah,United States,SC-20050,Sample Company A,24/11/16,CA-2016-123533,,Cassandra Brandow,33012,FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,4,South,South,,9770,Home Office,30/11/16,Standard Class,Florida,Bookcases,0.2,1,6,8.498,8.498,5,0.025,339.92,339.92
Office Supplies,Hialeah,United States,SC-20050,Sample Company A,24/11/16,CA-2016-123533,,Cassandra Brandow,33012,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,2,South,South,,9772,Home Office,30/11/16,Standard Class,Florida,Appliances,0.2,1,6,4.2384,4.2384,2,0.1,42.384,42.384
Office Supplies,Hialeah,United States,SC-20050,Sample Company A,24/11/16,CA-2016-123533,,Cassandra Brandow,33012,OFF-PA-10001609,Tops Wirebound Message Log Books,4,South,South,,9771,Home Office,30/11/16,Standard Class,Florida,Paper,0.2,1,6,3.4216,3.4216,4,0.325,10.528,10.528
Technology,Los Angeles,United States,SP-20860,Sung Pak,24/11/16,US-2016-163881,,Anna Andreadi,90036,TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,7,West,West,,3893,Corporate,30/11/16,Standard Class,California,Accessories,0,1,6,190.3728,190.3728,8,0.34,559.92,559.92
Technology,Los Angeles,United States,SP-20860,Sung Pak,24/11/16,US-2016-163881,,Anna Andreadi,90036,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2,West,West,,3891,Corporate,30/11/16,Standard Class,California,Accessories,0,1,6,217.767,217.767,2,0.33,659.9,659.9
Furniture,Los Angeles,United States,AT-10435,Alyssa Tate,24/11/16,CA-2016-100468,,Anna Andreadi,90045,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",2,West,West,,1504,Home Office,01/12/16,Standard Class,California,Furnishings,0,1,7,3.0814,3.0814,2,0.31,9.94,9.94
Furniture,Seattle,United States,SC-20680,Steve Carroll,24/11/16,CA-2016-113726,,Anna Andreadi,98105,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,2,West,West,,8373,Home Office,01/12/16,Standard Class,Washington,Furnishings,0,1,7,33.7266,33.7266,3,0.41,82.26,82.26
Office Supplies,Philadelphia,United States,MG-17650,Matthew Grinstein,24/11/16,CA-2016-105284,,Chuck Magee,19143,OFF-FA-10001754,Stockwell Gold Paper Clips,2,East,East,,1060,Home Office,01/12/16,Standard Class,Pennsylvania,Fasteners,0.2,1,7,1.6008,1.6008,3,0.3625,4.416,4.416
Technology,Los Angeles,United States,AT-10435,Alyssa Tate,24/11/16,CA-2016-100468,,Anna Andreadi,90045,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",2,West,West,,1503,Home Office,01/12/16,Standard Class,California,Phones,0.2,1,7,3.352,3.352,2,0.1,33.52,33.52
Technology,Jonesboro,United States,EP-13915,Emily Phan,25/11/16,US-2016-119298,,Cassandra Brandow,72401,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,2,South,South,,6978,Consumer,28/11/16,First Class,Arkansas,Phones,0,1,3,17.994,17.994,2,0.3,59.98,59.98
Furniture,Jackson,United States,BB-11545,Brenda Bowman,25/11/16,CA-2016-169838,,Kelly Williams,49201,FUR-TA-10001095,Chromcraft Round Conference Tables,9,Central,Central,,7687,Corporate,29/11/16,Standard Class,Michigan,Tables,0,1,4,329.4081,329.4081,9,0.21,"1,568.61","1,568.61"
Office Supplies,Jackson,United States,BB-11545,Brenda Bowman,25/11/16,CA-2016-169838,,Kelly Williams,49201,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,0,Central,Central,,7688,Corporate,29/11/16,Standard Class,Michigan,Binders,0,1,4,8.304,8.304,1,0.48,17.3,17.3
Technology,Jackson,United States,BB-11545,Brenda Bowman,25/11/16,CA-2016-169838,,Kelly Williams,49201,TEC-AC-10004518,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,7,Central,Central,,7689,Corporate,29/11/16,Standard Class,Michigan,Accessories,0,1,4,62.4,62.4,8,0.39,160,160
Furniture,Los Angeles,United States,MH-17455,Mark Hamilton,25/11/16,CA-2016-113341,CA-2016-113341,Anna Andreadi,90032,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",2,West,West,Yes,8647,Consumer,29/11/16,Standard Class,California,Chairs,0.2,1,4,19.4352,19.4352,3,0.1,194.352,194.352
Office Supplies,Huntsville,United States,JK-15370,Jay Kimmel,25/11/16,CA-2016-132549,,Cassandra Brandow,35810,OFF-ST-10001325,Sterilite Officeware Hinged File Box,5,South,South,,8343,Consumer,30/11/16,Standard Class,Alabama,Storage,0,1,5,19.8072,19.8072,7,0.27,73.36,73.36
Office Supplies,Plainfield,United States,BP-11050,Barry Pond,25/11/16,CA-2016-160535,,Chuck Magee,7060,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",4,East,East,,6574,Corporate,30/11/16,Standard Class,New Jersey,Storage,0,1,5,67.608,67.608,4,0.12,563.4,563.4
Office Supplies,Jacksonville,United States,HJ-14875,Heather Jas,25/11/16,CA-2016-165470,,Cassandra Brandow,32216,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",0,South,South,,3464,Home Office,30/11/16,Standard Class,Florida,Paper,0.2,1,5,1.651,1.651,1,0.325,5.08,5.08
Technology,Plainfield,United States,BP-11050,Barry Pond,25/11/16,CA-2016-160535,,Chuck Magee,7060,TEC-MA-10004255,Konica Minolta magicolor 1690MF Multifunction Printer,7,East,East,,6575,Corporate,30/11/16,Standard Class,New Jersey,Machines,0,1,5,118.3704,118.3704,8,0.37,319.92,319.92
Office Supplies,Lancaster,United States,CS-12505,Cindy Stewart,25/11/16,CA-2016-108196,,Chuck Magee,43130,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,2,East,East,,7772,Consumer,02/12/16,Standard Class,Ohio,Binders,0.7,1,7,-304.392,-304.392,2,-0.666666667,456.588,456.588
Technology,Lancaster,United States,CS-12505,Cindy Stewart,25/11/16,CA-2016-108196,,Chuck Magee,43130,TEC-AC-10000926,NETGEAR RangeMax WNR1000 Wireless Router,2,East,East,,7774,Consumer,02/12/16,Standard Class,Ohio,Accessories,0.2,1,7,11.9952,11.9952,3,0.2,59.976,59.976
Technology,Lancaster,United States,CS-12505,Cindy Stewart,25/11/16,CA-2016-108196,,Chuck Magee,43130,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,4,East,East,,7773,Consumer,02/12/16,Standard Class,Ohio,Machines,0.7,1,7,"-6,599.98","-6,599.98",5,-1.466666667,"4,499.99","4,499.99"
Office Supplies,Philadelphia,United States,EH-13945,Eric Hoffmann,26/11/16,US-2016-158288,,Chuck Magee,19120,OFF-BI-10003364,Binding Machine Supplies,9,East,East,,9124,Consumer,28/11/16,Second Class,Pennsylvania,Binders,0.7,1,2,-57.7566,-57.7566,9,-0.733333333,78.759,78.759
Office Supplies,Shelton,United States,CD-12790,Cynthia Delaney,26/11/16,CA-2016-145135,,Chuck Magee,6484,OFF-PA-10004285,Xerox 1959,2,East,East,,8385,Home Office,28/11/16,First Class,Connecticut,Paper,0,1,2,6.4128,6.4128,2,0.48,13.36,13.36
Technology,Shelton,United States,CD-12790,Cynthia Delaney,26/11/16,CA-2016-145135,,Chuck Magee,6484,TEC-AC-10003447,Micropad Numeric Keypads,2,East,East,,8384,Home Office,28/11/16,First Class,Connecticut,Accessories,0,1,2,14.9925,14.9925,3,0.25,59.97,59.97
Office Supplies,Mobile,United States,MC-17425,Mark Cousins,26/11/16,CA-2016-133711,,Cassandra Brandow,36608,OFF-BI-10000666,Surelock Post Binders,2,South,South,,1453,Corporate,29/11/16,First Class,Alabama,Binders,0,1,3,45.84,45.84,3,0.5,91.68,91.68
Office Supplies,Mobile,United States,MC-17425,Mark Cousins,26/11/16,CA-2016-133711,,Cassandra Brandow,36608,OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,4,South,South,,1454,Corporate,29/11/16,First Class,Alabama,Binders,0,1,3,16.875,16.875,5,0.5,33.75,33.75
Office Supplies,Mobile,United States,MC-17425,Mark Cousins,26/11/16,CA-2016-133711,,Cassandra Brandow,36608,OFF-PA-10001685,Easy-staple paper,5,South,South,,1452,Corporate,29/11/16,First Class,Alabama,Paper,0,1,3,34.7802,34.7802,7,0.49,70.98,70.98
Office Supplies,Miami,United States,PA-19060,Pete Armstrong,26/11/16,US-2016-158309,,Cassandra Brandow,33142,OFF-BI-10000145,Zipper Ring Binder Pockets,4,South,South,,5274,Home Office,29/11/16,First Class,Florida,Binders,0.7,1,3,-2.6208,-2.6208,4,-0.7,3.744,3.744
Technology,Mobile,United States,MC-17425,Mark Cousins,26/11/16,CA-2016-133711,,Cassandra Brandow,36608,TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,7,South,South,,1455,Corporate,29/11/16,First Class,Alabama,Machines,0,1,3,"1,459.20","1,459.20",8,0.48,"3,040","3,040"
Furniture,Los Angeles,United States,MS-17365,Maribeth Schnelling,26/11/16,CA-2016-107104,,Anna Andreadi,90045,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,7,West,West,,9650,Consumer,30/11/16,Standard Class,California,Bookcases,0.15,1,4,160.3136,160.3136,8,0.047058824,"3,406.66","3,406.66"
Furniture,Los Angeles,United States,MS-17365,Maribeth Schnelling,26/11/16,CA-2016-107104,,Anna Andreadi,90045,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",5,West,West,,9653,Consumer,30/11/16,Standard Class,California,Furnishings,0,1,4,297.69,297.69,6,0.5,595.38,595.38
Furniture,New York City,United States,DK-13225,Dean Katz,26/11/16,CA-2016-130288,,Chuck Magee,10011,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",2,East,East,,5924,Corporate,30/11/16,Second Class,New York,Tables,0.4,1,4,-120.0508,-120.0508,2,-0.383333333,313.176,313.176
Office Supplies,Los Angeles,United States,MS-17365,Maribeth Schnelling,26/11/16,CA-2016-107104,,Anna Andreadi,90045,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,2,West,West,,9652,Consumer,30/11/16,Standard Class,California,Appliances,0,1,4,19.488,19.488,2,0.3,64.96,64.96
Office Supplies,Los Angeles,United States,MS-17365,Maribeth Schnelling,26/11/16,CA-2016-107104,,Anna Andreadi,90045,OFF-AR-10004269,Newell 31,9,West,West,,9651,Consumer,30/11/16,Standard Class,California,Art,0,1,4,10.4076,10.4076,9,0.28,37.17,37.17
Technology,Philadelphia,United States,CT-11995,Carol Triggs,26/11/16,US-2016-126893,,Chuck Magee,19134,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,2,East,East,,2242,Consumer,01/12/16,Standard Class,Pennsylvania,Phones,0.4,1,5,-115.4958,-115.4958,3,-0.233333333,494.982,494.982
Office Supplies,El Paso,United States,GA-14515,George Ashbrook,26/11/16,CA-2016-106915,,Kelly Williams,79907,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,4,Central,Central,,7729,Consumer,02/12/16,Standard Class,Texas,Art,0.2,1,6,4.2408,4.2408,4,0.2375,17.856,17.856
Office Supplies,Seattle,United States,TC-20980,Tamara Chand,26/11/16,CA-2016-129693,,Anna Andreadi,98105,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2,West,West,,2073,Corporate,02/12/16,Standard Class,Washington,Binders,0.2,1,6,2.5592,2.5592,2,0.35,7.312,7.312
Office Supplies,Chicago,United States,GG-14650,Greg Guthrie,27/11/16,CA-2016-129686,,Kelly Williams,60623,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",2,Central,Central,,1772,Corporate,29/11/16,Second Class,Illinois,Storage,0.2,1,2,-24.496,-24.496,2,-0.25,97.984,97.984
Technology,Scottsdale,United States,CC-12670,Craig Carreira,27/11/16,CA-2016-152121,,Anna Andreadi,85254,TEC-PH-10002483,Motorola Moto X,0,West,West,,1932,Consumer,29/11/16,Second Class,Arizona,Phones,0.2,1,2,23.7993,23.7993,1,0.0875,271.992,271.992
Technology,Chicago,United States,GG-14650,Greg Guthrie,27/11/16,CA-2016-129686,,Kelly Williams,60623,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,5,Central,Central,,1773,Corporate,29/11/16,Second Class,Illinois,Accessories,0.2,1,2,19.5,19.5,6,0.3125,62.4,62.4
Office Supplies,East Orange,United States,CB-12025,Cassandra Brandow,27/11/16,CA-2016-117583,,Chuck Magee,7017,OFF-AR-10000658,Newell 324,2,East,East,,9813,Consumer,30/11/16,First Class,New Jersey,Art,0,1,3,9.702,9.702,3,0.28,34.65,34.65
Office Supplies,East Orange,United States,CB-12025,Cassandra Brandow,27/11/16,CA-2016-117583,,Chuck Magee,7017,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",4,East,East,,9815,Consumer,30/11/16,First Class,New Jersey,Binders,0,1,3,38.376,38.376,5,0.48,79.95,79.95
Office Supplies,East Orange,United States,CB-12025,Cassandra Brandow,27/11/16,CA-2016-117583,,Chuck Magee,7017,OFF-PA-10000100,Xerox 1945,4,East,East,,9814,Consumer,30/11/16,First Class,New Jersey,Paper,0,1,3,100.4255,100.4255,5,0.49,204.95,204.95
Office Supplies,East Orange,United States,CB-12025,Cassandra Brandow,27/11/16,CA-2016-117583,,Chuck Magee,7017,OFF-PA-10001246,Xerox 215,4,East,East,,9812,Consumer,30/11/16,First Class,New Jersey,Paper,0,1,3,12.4416,12.4416,4,0.48,25.92,25.92
Office Supplies,Lincoln Park,United States,VB-21745,Victoria Brennan,27/11/16,CA-2016-162313,,Kelly Williams,48146,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,5,Central,Central,,2212,Corporate,30/11/16,First Class,Michigan,Appliances,0.1,1,3,29.7408,29.7408,6,0.177777778,167.292,167.292
Office Supplies,Overland Park,United States,RW-19630,Rob Williams,27/11/16,CA-2016-144911,,Kelly Williams,66212,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,4,Central,Central,,3477,Corporate,30/11/16,First Class,Kansas,Binders,0,1,3,69.92,69.92,5,0.46,152,152
Technology,Overland Park,United States,RW-19630,Rob Williams,27/11/16,CA-2016-144911,,Kelly Williams,66212,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",4,Central,Central,,3476,Corporate,30/11/16,First Class,Kansas,Accessories,0,1,3,15.378,15.378,5,0.44,34.95,34.95
Office Supplies,Phoenix,United States,CM-12235,Chris McAfee,27/11/16,US-2016-114230,US-2016-114230,Anna Andreadi,85023,OFF-ST-10000876,Eldon Simplefile Box Office,4,West,West,Yes,8623,Consumer,01/12/16,Standard Class,Arizona,Storage,0.2,1,4,3.9808,3.9808,4,0.1,39.808,39.808
Furniture,Westfield,United States,PC-18745,Pamela Coakley,27/11/16,CA-2016-159639,,Chuck Magee,7090,FUR-FU-10001889,Ultra Door Pull Handle,2,East,East,,5902,Corporate,02/12/16,Standard Class,New Jersey,Furnishings,0,1,5,10.4148,10.4148,3,0.33,31.56,31.56
Furniture,Fort Lauderdale,United States,HF-14995,Herbert Flentye,27/11/16,CA-2016-104276,,Cassandra Brandow,33311,FUR-TA-10001039,KI Adjustable-Height Table,5,South,South,,7202,Consumer,03/12/16,Standard Class,Florida,Tables,0.45,1,6,-114.3534,-114.3534,7,-0.345454545,331.023,331.023
Technology,Fort Lauderdale,United States,HF-14995,Herbert Flentye,27/11/16,CA-2016-104276,,Cassandra Brandow,33311,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,0,South,South,,7201,Consumer,03/12/16,Standard Class,Florida,Phones,0.2,1,6,14.595,14.595,1,0.125,116.76,116.76
Furniture,Marietta,United States,RF-19345,Randy Ferguson,28/11/16,CA-2016-163167,,Cassandra Brandow,30062,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",2,South,South,,4887,Corporate,01/12/16,Second Class,Georgia,Chairs,0,1,3,52.9743,52.9743,3,0.29,182.67,182.67
Office Supplies,Marietta,United States,RF-19345,Randy Ferguson,28/11/16,CA-2016-163167,,Cassandra Brandow,30062,OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",5,South,South,,4890,Corporate,01/12/16,Second Class,Georgia,Storage,0,1,3,315.825,315.825,6,0.25,"1,263.30","1,263.30"
Office Supplies,Marietta,United States,RF-19345,Randy Ferguson,28/11/16,CA-2016-163167,,Cassandra Brandow,30062,OFF-ST-10004459,Tennsco Single-Tier Lockers,2,South,South,,4889,Corporate,01/12/16,Second Class,Georgia,Storage,0,1,3,56.301,56.301,3,0.05,"1,126.02","1,126.02"
Technology,Marietta,United States,RF-19345,Randy Ferguson,28/11/16,CA-2016-163167,,Cassandra Brandow,30062,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,5,South,South,,4888,Corporate,01/12/16,Second Class,Georgia,Accessories,0,1,3,6.102,6.102,6,0.06,101.7,101.7
Office Supplies,Fairfield,United States,SK-19990,Sally Knutson,28/11/16,CA-2016-105018,,Chuck Magee,6824,OFF-BI-10001890,Avery Poly Binder Pockets,2,East,East,,186,Consumer,02/12/16,Standard Class,Connecticut,Binders,0,1,4,3.4368,3.4368,2,0.48,7.16,7.16
Office Supplies,Palm Coast,United States,AJ-10780,Anthony Jacobs,28/11/16,CA-2016-123617,,Cassandra Brandow,32137,OFF-BI-10002976,ACCOHIDE Binder by Acco,5,South,South,,2850,Corporate,03/12/16,Standard Class,Florida,Binders,0.7,1,5,-5.6994,-5.6994,6,-0.766666667,7.434,7.434
Furniture,Philadelphia,United States,DS-13180,David Smith,28/11/16,CA-2016-127243,,Chuck Magee,19140,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",5,East,East,,7368,Corporate,04/12/16,Standard Class,Pennsylvania,Chairs,0.3,1,6,-24.843,-24.843,7,-0.071428571,347.802,347.802
Office Supplies,Philadelphia,United States,DS-13180,David Smith,28/11/16,CA-2016-127243,,Chuck Magee,19140,OFF-BI-10003166,GBC Plasticlear Binding Covers,2,East,East,,7366,Corporate,04/12/16,Standard Class,Pennsylvania,Binders,0.7,1,6,-5.0512,-5.0512,2,-0.733333333,6.888,6.888
Office Supplies,Philadelphia,United States,DS-13180,David Smith,28/11/16,CA-2016-127243,,Chuck Magee,19140,OFF-FA-10004076,Translucent Push Pins by OIC,7,East,East,,7365,Corporate,04/12/16,Standard Class,Pennsylvania,Fasteners,0.2,1,6,2.6928,2.6928,8,0.2125,12.672,12.672
Office Supplies,Philadelphia,United States,DS-13180,David Smith,28/11/16,CA-2016-127243,,Chuck Magee,19140,OFF-ST-10002301,Tennsco Commercial Shelving,2,East,East,,7367,Corporate,04/12/16,Standard Class,Pennsylvania,Storage,0.2,1,6,-7.7292,-7.7292,2,-0.2375,32.544,32.544
Technology,Philadelphia,United States,DS-13180,David Smith,28/11/16,CA-2016-127243,,Chuck Magee,19140,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,2,East,East,,7364,Corporate,04/12/16,Standard Class,Pennsylvania,Phones,0.4,1,6,-73.7061,-73.7061,3,-0.216666667,340.182,340.182
Technology,Dallas,United States,NC-18535,Nick Crebassa,29/11/16,US-2016-131674,,Kelly Williams,75217,TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,2,Central,Central,,3612,Corporate,01/12/16,Second Class,Texas,Accessories,0.2,1,2,16.7946,16.7946,2,0.2875,58.416,58.416
Furniture,Aurora,United States,DR-12940,Daniel Raglin,29/11/16,CA-2016-160241,,Kelly Williams,60505,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",4,Central,Central,,7879,Home Office,04/12/16,Second Class,Illinois,Furnishings,0.6,1,5,-302.72,-302.72,4,-1.25,242.176,242.176
Technology,Hickory,United States,DB-13210,Dean Braden,30/11/16,US-2016-134761,,Cassandra Brandow,28601,TEC-PH-10002890,AT&T 17929 Lendline Telephone,0,South,South,,3487,Consumer,30/11/16,Same Day,North Carolina,Phones,0.2,1,0,2.7144,2.7144,1,0.075,36.192,36.192
Furniture,Detroit,United States,BS-11755,Bruce Stewart,30/11/16,CA-2016-156748,,Kelly Williams,48227,FUR-CH-10000513,High-Back Leather Manager's Chair,2,Central,Central,,8534,Consumer,06/12/16,Standard Class,Michigan,Chairs,0,1,6,35.0973,35.0973,3,0.09,389.97,389.97
Office Supplies,Detroit,United States,BS-11755,Bruce Stewart,30/11/16,CA-2016-156748,,Kelly Williams,48227,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",2,Central,Central,,8532,Consumer,06/12/16,Standard Class,Michigan,Paper,0,1,6,6.3296,6.3296,2,0.46,13.76,13.76
Office Supplies,Detroit,United States,BS-11755,Bruce Stewart,30/11/16,CA-2016-156748,,Kelly Williams,48227,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",4,Central,Central,,8531,Consumer,06/12/16,Standard Class,Michigan,Paper,0,1,6,16.68,16.68,4,0.5,33.36,33.36
Office Supplies,Detroit,United States,BS-11755,Bruce Stewart,30/11/16,CA-2016-156748,,Kelly Williams,48227,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,5,Central,Central,,8533,Consumer,06/12/16,Standard Class,Michigan,Storage,0,1,6,24.843,24.843,7,0.05,496.86,496.86
Furniture,Oxnard,United States,LB-16795,Laurel Beltran,01/12/16,US-2016-155768,,Anna Andreadi,93030,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,2,West,West,,9171,Home Office,01/12/16,Same Day,California,Furnishings,0,1,0,1.598,1.598,2,0.05,31.96,31.96
Office Supplies,Oxnard,United States,LB-16795,Laurel Beltran,01/12/16,US-2016-155768,,Anna Andreadi,93030,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",2,West,West,,9174,Home Office,01/12/16,Same Day,California,Envelopes,0,1,0,11.2308,11.2308,3,0.49,22.92,22.92
Office Supplies,Oxnard,United States,LB-16795,Laurel Beltran,01/12/16,US-2016-155768,,Anna Andreadi,93030,OFF-PA-10001357,Xerox 1886,0,West,West,,9172,Home Office,01/12/16,Same Day,California,Paper,0,1,0,22.992,22.992,1,0.48,47.9,47.9
Office Supplies,Oxnard,United States,LB-16795,Laurel Beltran,01/12/16,US-2016-155768,,Anna Andreadi,93030,OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",2,West,West,,9173,Home Office,01/12/16,Same Day,California,Storage,0,1,0,222.588,222.588,3,0.2,"1,112.94","1,112.94"
Technology,Raleigh,United States,MV-18190,Mike Vittorini,01/12/16,CA-2016-127698,,Cassandra Brandow,27604,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,9,South,South,,4683,Consumer,01/12/16,Same Day,North Carolina,Phones,0.2,1,0,86.3928,86.3928,9,0.1,863.928,863.928
Furniture,San Angelo,United States,JM-15865,John Murray,01/12/16,CA-2016-130393,,Kelly Williams,76903,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",2,Central,Central,,8114,Consumer,03/12/16,Second Class,Texas,Chairs,0.3,1,2,-1.2178,-1.2178,2,-0.014285714,85.246,85.246
Furniture,San Angelo,United States,JM-15865,John Murray,01/12/16,CA-2016-130393,,Kelly Williams,76903,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",4,Central,Central,,8112,Consumer,03/12/16,Second Class,Texas,Chairs,0.3,1,2,-17.745,-17.745,5,-0.071428571,248.43,248.43
Office Supplies,San Angelo,United States,JM-15865,John Murray,01/12/16,CA-2016-130393,,Kelly Williams,76903,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,4,Central,Central,,8113,Consumer,03/12/16,Second Class,Texas,Appliances,0.8,1,2,-30.8672,-30.8672,4,-2.65,11.648,11.648
